case,topology,gen,structurally_forced_same,candidate_for_discrimination,old_predicate_2T_in_Lambda_SUPERSEDED_DIAGNOSTIC,rel_H1,off_H1,white_H1,rel_H2,off_H2,white_H2,rel_H1_vs_H2,base_tag,H1_tag,H2_tag,empirically_discriminating,match_over_separation_H1,H1_match,H2_match
E7_b1_A,E7,glide_A,False,True,False,7.993811445251606e-08,2.717055802616014e-07,8.552308075329234e-08,,,,,E7_99337bfd75deea5fe,E7_c85280fc4644c8adc,,,,True,False
