family,L,shape,kind,observer_id,analysis_role,is_primary_observer,observer_design_version,reduced_coords,r_obs_LLSS,d_clone,d_clone_proper,d_clone_improper,nearest_coset,nearest_orientation,nearest_element_type,nearest_lattice_coefficients,nearest_total_translation,nearest_alpha_deg,nearest_theta_deg,nearest_sense,nearest_element_search_covered,n_candidates_d_lt_1,n_covered_candidates,exclusion_witness_exists,exclusion_witness_coset,exclusion_witness_sense,exclusion_witness_element_type,exclusion_witness_lattice_coefficients,exclusion_witness_translation,exclusion_witness_d,exclusion_witness_alpha_deg,exclusion_witness_theta_deg,exclusion_witness_search,exclusion_witness_source_boundary,reported_0p985_margin,operational_distance_margin,operational_alpha_margin_deg,geometry_margin,threshold_boundary,geometric_status,observational_status
E7,1.2,"{""LAx"": 1.2, ""LAy"": 0.0, ""L1y"": 1.2, ""L2x"": 0.0, ""L2z"": 1.2}",observer,1,primary_observer,True,pilot_v2_reduced,[0.11278702805018147],"[0.372, 0.135344, 0.504]",1.2,1.2,1.2301513983616896,id,preserving,translation,"[0, 1, 0]","[0.0, 1.2, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.21499999999999997,0.21519224698779194,,0.19999999999999996,False,no_nondegenerate_circles,no_nondegenerate_circles
E7,1.2,"{""LAx"": 1.2, ""LAy"": 0.0, ""L1y"": 1.2, ""L2x"": 0.0, ""L2z"": 1.2}",observer,2,primary_observer,True,pilot_v2_reduced,[0.04504442885635738],"[0.372, 0.054053, 0.504]",1.2,1.2,1.2048597608389675,id,preserving,translation,"[0, 1, 0]","[0.0, 1.2, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.21499999999999997,0.21519224698779194,,0.19999999999999996,False,no_nondegenerate_circles,no_nondegenerate_circles
E7,1.2,"{""LAx"": 1.2, ""LAy"": 0.0, ""L1y"": 1.2, ""L2x"": 0.0, ""L2z"": 1.2}",observer,3,primary_observer,True,pilot_v2_reduced,[0.17608175443077442],"[0.372, 0.211298, 0.504]",1.2,1.2,1.2722372252225984,id,preserving,translation,"[0, 1, 0]","[0.0, 1.2, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.21499999999999997,0.21519224698779194,,0.19999999999999996,False,no_nondegenerate_circles,no_nondegenerate_circles
E7,1.2,"{""LAx"": 1.2, ""LAy"": 0.0, ""L1y"": 1.2, ""L2x"": 0.0, ""L2z"": 1.2}",anchor:glide_plane,-1,symmetry_anchor,False,anchor,[0.0],"[0.372, 0.0, 0.504]",1.2,1.2,1.2,id,preserving,translation,"[0, 1, 0]","[0.0, 1.2, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.21499999999999997,0.21519224698779194,,0.19999999999999996,False,no_nondegenerate_circles,no_nondegenerate_circles
E7,1.2,"{""LAx"": 1.2, ""LAy"": 0.0, ""L1y"": 1.2, ""L2x"": 0.0, ""L2z"": 1.2}",anchor:midpoint_symmetry,-1,symmetry_anchor,False,anchor,[0.25],"[0.372, 0.3, 0.504]",1.2,1.2,1.3416407864998738,id,preserving,translation,"[0, 1, 0]","[0.0, 1.2, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.21499999999999997,0.21519224698779194,,0.19999999999999996,False,no_nondegenerate_circles,no_nondegenerate_circles
E7,1.5,"{""LAx"": 1.5, ""LAy"": 0.0, ""L1y"": 1.5, ""L2x"": 0.0, ""L2z"": 1.5}",observer,1,primary_observer,True,pilot_v2_reduced,[0.11278702805018147],"[0.465, 0.169181, 0.63]",1.5,1.5,1.537689247952112,id,preserving,translation,"[0, 1, 0]","[0.0, 1.5, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.515,0.515192246987792,,0.5,False,no_nondegenerate_circles,no_nondegenerate_circles
E7,1.5,"{""LAx"": 1.5, ""LAy"": 0.0, ""L1y"": 1.5, ""L2x"": 0.0, ""L2z"": 1.5}",observer,2,primary_observer,True,pilot_v2_reduced,[0.04504442885635738],"[0.465, 0.067567, 0.63]",1.5,1.5,1.5060747010487092,id,preserving,translation,"[0, 1, 0]","[0.0, 1.5, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.515,0.515192246987792,,0.5,False,no_nondegenerate_circles,no_nondegenerate_circles
E7,1.5,"{""LAx"": 1.5, ""LAy"": 0.0, ""L1y"": 1.5, ""L2x"": 0.0, ""L2z"": 1.5}",observer,3,primary_observer,True,pilot_v2_reduced,[0.17608175443077442],"[0.465, 0.264123, 0.63]",1.5,1.5,1.590296531528248,id,preserving,translation,"[0, 1, 0]","[0.0, 1.5, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.515,0.515192246987792,,0.5,False,no_nondegenerate_circles,no_nondegenerate_circles
E7,1.5,"{""LAx"": 1.5, ""LAy"": 0.0, ""L1y"": 1.5, ""L2x"": 0.0, ""L2z"": 1.5}",anchor:glide_plane,-1,symmetry_anchor,False,anchor,[0.0],"[0.465, 0.0, 0.63]",1.5,1.5,1.5,id,preserving,translation,"[0, 1, 0]","[0.0, 1.5, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.515,0.515192246987792,,0.5,False,no_nondegenerate_circles,no_nondegenerate_circles
E7,1.5,"{""LAx"": 1.5, ""LAy"": 0.0, ""L1y"": 1.5, ""L2x"": 0.0, ""L2z"": 1.5}",anchor:midpoint_symmetry,-1,symmetry_anchor,False,anchor,[0.25],"[0.465, 0.375, 0.63]",1.5,1.5,1.6770509831248424,id,preserving,translation,"[0, 1, 0]","[0.0, 1.5, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.515,0.515192246987792,,0.5,False,no_nondegenerate_circles,no_nondegenerate_circles
E8,0.7,"{""LAx"": 0.7, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 0.7, ""LCy"": 0.7}",observer,1,primary_observer,True,pilot_v2_reduced,"[0.21609142351830096, 0.1388778490467109]","[0.151264, 0.097214, 0.294]",0.7,0.7,0.7265002626520161,id,preserving,translation,"[0, 1, 0]","[0.0, 0.7, 0.0]",45.5729959991943,180.0,anti_phased,True,12,12,True,id,anti_phased,translation,"[0, -1, 0]","[0.0, -0.7, 0.0]",0.7,45.5729959991943,180.0,vaudrevange2012,True,-0.28500000000000003,-0.28480775301220806,35.5729959991943,-0.30000000000000004,False,circles_geometrically_present,excluded_by_published_search
E8,0.7,"{""LAx"": 0.7, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 0.7, ""LCy"": 0.7}",observer,2,primary_observer,True,pilot_v2_reduced,"[0.10991624390681737, 0.06676051199330066]","[0.076941, 0.046732, 0.294]",0.7,0.7,0.7062121871539395,id,preserving,translation,"[0, 1, 0]","[0.0, 0.7, 0.0]",45.5729959991943,180.0,anti_phased,True,10,10,True,id,anti_phased,translation,"[0, -1, 0]","[0.0, -0.7, 0.0]",0.7,45.5729959991943,180.0,vaudrevange2012,True,-0.28500000000000003,-0.28480775301220806,35.5729959991943,-0.30000000000000004,False,circles_geometrically_present,excluded_by_published_search
E8,0.7,"{""LAx"": 0.7, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 0.7, ""LCy"": 0.7}",observer,3,primary_observer,True,pilot_v2_reduced,"[0.4225612190131215, 0.125548183938205]","[0.295793, 0.087884, 0.294]",0.7,0.7,0.721730004309614,id,preserving,translation,"[0, 1, 0]","[0.0, 0.7, 0.0]",45.5729959991943,180.0,anti_phased,True,12,12,True,id,anti_phased,translation,"[0, -1, 0]","[0.0, -0.7, 0.0]",0.7,45.5729959991943,180.0,vaudrevange2012,True,-0.28500000000000003,-0.28480775301220806,35.5729959991943,-0.30000000000000004,False,circles_geometrically_present,excluded_by_published_search
E8,0.7,"{""LAx"": 0.7, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 0.7, ""LCy"": 0.7}",anchor:reflection_plane_A,-1,symmetry_anchor,False,anchor,"[0.25, 0.0]","[0.175, 0.0, 0.294]",0.7,0.7,0.7,id,preserving,translation,"[0, 1, 0]","[0.0, 0.7, 0.0]",45.5729959991943,180.0,anti_phased,True,12,8,True,glide_A,phased,glide_reflection,"[-1, 0, 0]","[-0.7, 0.0, 0.0]",0.7,45.5729959991943,180.0,vaudrevange2012,True,-0.28500000000000003,-0.28480775301220806,35.5729959991943,-0.30000000000000004,False,circles_geometrically_present,excluded_by_published_search
E8,0.7,"{""LAx"": 0.7, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 0.7, ""LCy"": 0.7}",anchor:reflection_plane_B,-1,symmetry_anchor,False,anchor,"[0.0, 0.12]","[0.0, 0.084, 0.294]",0.7,0.7,0.7,id,preserving,translation,"[0, 1, 0]","[0.0, 0.7, 0.0]",45.5729959991943,180.0,anti_phased,True,12,8,True,glide_B,phased,glide_reflection,"[0, 0, -1]","[0.0, 0.0, -0.7]",0.7,45.5729959991943,180.0,vaudrevange2012,True,-0.28500000000000003,-0.28480775301220806,35.5729959991943,-0.30000000000000004,False,circles_geometrically_present,excluded_by_published_search
E8,0.7,"{""LAx"": 0.7, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 0.7, ""LCy"": 0.7}",anchor:plane_intersection,-1,symmetry_anchor,False,anchor,"[0.0, 0.0]","[0.0, 0.0, 0.294]",0.7,0.7,0.7,id,preserving,translation,"[0, 1, 0]","[0.0, 0.7, 0.0]",45.5729959991943,180.0,anti_phased,True,18,6,True,glide_A,phased,glide_reflection,"[-1, 0, 0]","[-0.7, 0.0, 0.0]",0.7,45.5729959991943,180.0,vaudrevange2012,True,-0.28500000000000003,-0.28480775301220806,35.5729959991943,-0.30000000000000004,False,circles_geometrically_present,excluded_by_published_search
E8,0.85,"{""LAx"": 0.85, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 0.85, ""LCy"": 0.85}",observer,1,primary_observer,True,pilot_v2_reduced,"[0.21609142351830096, 0.1388778490467109]","[0.183678, 0.118046, 0.357]",0.85,0.85,0.8821788903631623,id,preserving,translation,"[0, 1, 0]","[0.0, 0.85, 0.0]",31.78833061705162,180.0,anti_phased,True,6,6,True,id,anti_phased,translation,"[0, -1, 0]","[0.0, -0.85, 0.0]",0.85,31.78833061705162,180.0,vaudrevange2012,True,-0.135,-0.13480775301220804,21.78833061705162,-0.15000000000000002,False,circles_geometrically_present,excluded_by_published_search
E8,0.85,"{""LAx"": 0.85, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 0.85, ""LCy"": 0.85}",observer,2,primary_observer,True,pilot_v2_reduced,"[0.10991624390681737, 0.06676051199330066]","[0.093429, 0.056746, 0.357]",0.85,0.85,0.857543370115498,id,preserving,translation,"[0, 1, 0]","[0.0, 0.85, 0.0]",31.78833061705162,180.0,anti_phased,True,6,6,True,id,anti_phased,translation,"[0, -1, 0]","[0.0, -0.85, 0.0]",0.85,31.78833061705162,180.0,vaudrevange2012,True,-0.135,-0.13480775301220804,21.78833061705162,-0.15000000000000002,False,circles_geometrically_present,excluded_by_published_search
E8,0.85,"{""LAx"": 0.85, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 0.85, ""LCy"": 0.85}",observer,3,primary_observer,True,pilot_v2_reduced,"[0.4225612190131215, 0.125548183938205]","[0.359177, 0.106716, 0.357]",0.85,0.85,0.8763864338045313,id,preserving,translation,"[0, 1, 0]","[0.0, 0.85, 0.0]",31.78833061705162,180.0,anti_phased,True,6,6,True,id,anti_phased,translation,"[0, -1, 0]","[0.0, -0.85, 0.0]",0.85,31.78833061705162,180.0,vaudrevange2012,True,-0.135,-0.13480775301220804,21.78833061705162,-0.15000000000000002,False,circles_geometrically_present,excluded_by_published_search
E8,0.85,"{""LAx"": 0.85, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 0.85, ""LCy"": 0.85}",anchor:reflection_plane_A,-1,symmetry_anchor,False,anchor,"[0.25, 0.0]","[0.2125, 0.0, 0.357]",0.85,0.85,0.85,id,preserving,translation,"[0, 1, 0]","[0.0, 0.85, 0.0]",31.78833061705162,180.0,anti_phased,True,8,8,True,glide_A,phased,glide_reflection,"[-1, 0, 0]","[-0.85, 0.0, 0.0]",0.85,31.78833061705162,180.0,vaudrevange2012,True,-0.135,-0.13480775301220804,21.78833061705162,-0.15000000000000002,False,circles_geometrically_present,excluded_by_published_search
E8,0.85,"{""LAx"": 0.85, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 0.85, ""LCy"": 0.85}",anchor:reflection_plane_B,-1,symmetry_anchor,False,anchor,"[0.0, 0.12]","[0.0, 0.102, 0.357]",0.85,0.85,0.85,id,preserving,translation,"[0, 1, 0]","[0.0, 0.85, 0.0]",31.78833061705162,180.0,anti_phased,True,6,6,True,glide_B,phased,glide_reflection,"[0, 0, -1]","[0.0, 0.0, -0.85]",0.85,31.78833061705162,180.0,vaudrevange2012,True,-0.135,-0.13480775301220804,21.78833061705162,-0.15000000000000002,False,circles_geometrically_present,excluded_by_published_search
E8,0.85,"{""LAx"": 0.85, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 0.85, ""LCy"": 0.85}",anchor:plane_intersection,-1,symmetry_anchor,False,anchor,"[0.0, 0.0]","[0.0, 0.0, 0.357]",0.85,0.85,0.85,id,preserving,translation,"[0, 1, 0]","[0.0, 0.85, 0.0]",31.78833061705162,180.0,anti_phased,True,6,6,True,glide_A,phased,glide_reflection,"[-1, 0, 0]","[-0.85, 0.0, 0.0]",0.85,31.78833061705162,180.0,vaudrevange2012,True,-0.135,-0.13480775301220804,21.78833061705162,-0.15000000000000002,False,circles_geometrically_present,excluded_by_published_search
E8,1.0,"{""LAx"": 1.0, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.0, ""LCy"": 1.0}",observer,1,primary_observer,True,pilot_v2_reduced,"[0.21609142351830096, 0.1388778490467109]","[0.216091, 0.138878, 0.42]",1.0,1.0,1.0378575180743088,id,preserving,translation,"[0, 1, 0]","[0.0, 1.0, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.015000000000000013,0.01519224698779198,,0.0,True,zero_radius_boundary,no_nondegenerate_circles
E8,1.0,"{""LAx"": 1.0, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.0, ""LCy"": 1.0}",observer,2,primary_observer,True,pilot_v2_reduced,"[0.10991624390681737, 0.06676051199330066]","[0.109916, 0.066761, 0.42]",1.0,1.0,1.0088745530770566,id,preserving,translation,"[0, 1, 0]","[0.0, 1.0, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.015000000000000013,0.01519224698779198,,0.0,True,zero_radius_boundary,no_nondegenerate_circles
E8,1.0,"{""LAx"": 1.0, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.0, ""LCy"": 1.0}",observer,3,primary_observer,True,pilot_v2_reduced,"[0.4225612190131215, 0.125548183938205]","[0.422561, 0.125548, 0.42]",1.0,1.0,1.0310428632994486,id,preserving,translation,"[0, 1, 0]","[0.0, 1.0, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.015000000000000013,0.01519224698779198,,0.0,True,zero_radius_boundary,no_nondegenerate_circles
E8,1.0,"{""LAx"": 1.0, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.0, ""LCy"": 1.0}",anchor:reflection_plane_A,-1,symmetry_anchor,False,anchor,"[0.25, 0.0]","[0.25, 0.0, 0.42]",1.0,1.0,1.0,id,preserving,translation,"[0, 1, 0]","[0.0, 1.0, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.015000000000000013,0.01519224698779198,,0.0,True,zero_radius_boundary,no_nondegenerate_circles
E8,1.0,"{""LAx"": 1.0, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.0, ""LCy"": 1.0}",anchor:reflection_plane_B,-1,symmetry_anchor,False,anchor,"[0.0, 0.12]","[0.0, 0.12, 0.42]",1.0,1.0,1.0,id,preserving,translation,"[0, 1, 0]","[0.0, 1.0, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.015000000000000013,0.01519224698779198,,0.0,True,zero_radius_boundary,no_nondegenerate_circles
E8,1.0,"{""LAx"": 1.0, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.0, ""LCy"": 1.0}",anchor:plane_intersection,-1,symmetry_anchor,False,anchor,"[0.0, 0.0]","[0.0, 0.0, 0.42]",1.0,1.0,1.0,id,preserving,translation,"[0, 1, 0]","[0.0, 1.0, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.015000000000000013,0.01519224698779198,,0.0,True,zero_radius_boundary,no_nondegenerate_circles
E8,1.2,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}",observer,1,primary_observer,True,pilot_v2_reduced,"[0.21609142351830096, 0.1388778490467109]","[0.25931, 0.166653, 0.504]",1.2,1.2,1.2454290216891704,id,preserving,translation,"[0, 1, 0]","[0.0, 1.2, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.21499999999999997,0.21519224698779194,,0.19999999999999996,False,no_nondegenerate_circles,no_nondegenerate_circles
E8,1.2,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}",observer,2,primary_observer,True,pilot_v2_reduced,"[0.10991624390681737, 0.06676051199330066]","[0.131899, 0.080113, 0.504]",1.2,1.2,1.2106494636924678,id,preserving,translation,"[0, 1, 0]","[0.0, 1.2, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.21499999999999997,0.21519224698779194,,0.19999999999999996,False,no_nondegenerate_circles,no_nondegenerate_circles
E8,1.2,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}",observer,3,primary_observer,True,pilot_v2_reduced,"[0.4225612190131215, 0.125548183938205]","[0.507073, 0.150658, 0.504]",1.2,1.2,1.2372514359593383,id,preserving,translation,"[0, 1, 0]","[0.0, 1.2, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.21499999999999997,0.21519224698779194,,0.19999999999999996,False,no_nondegenerate_circles,no_nondegenerate_circles
E8,1.2,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}",anchor:reflection_plane_A,-1,symmetry_anchor,False,anchor,"[0.25, 0.0]","[0.3, 0.0, 0.504]",1.2,1.2,1.2,id,preserving,translation,"[0, 1, 0]","[0.0, 1.2, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.21499999999999997,0.21519224698779194,,0.19999999999999996,False,no_nondegenerate_circles,no_nondegenerate_circles
E8,1.2,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}",anchor:reflection_plane_B,-1,symmetry_anchor,False,anchor,"[0.0, 0.12]","[0.0, 0.144, 0.504]",1.2,1.2,1.2,id,preserving,translation,"[0, 1, 0]","[0.0, 1.2, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.21499999999999997,0.21519224698779194,,0.19999999999999996,False,no_nondegenerate_circles,no_nondegenerate_circles
E8,1.2,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}",anchor:plane_intersection,-1,symmetry_anchor,False,anchor,"[0.0, 0.0]","[0.0, 0.0, 0.504]",1.2,1.2,1.2,id,preserving,translation,"[0, 1, 0]","[0.0, 1.2, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.21499999999999997,0.21519224698779194,,0.19999999999999996,False,no_nondegenerate_circles,no_nondegenerate_circles
E8,1.5,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}",observer,1,primary_observer,True,pilot_v2_reduced,"[0.21609142351830096, 0.1388778490467109]","[0.324137, 0.208317, 0.63]",1.5,1.5,1.5567862771114631,id,preserving,translation,"[0, 1, 0]","[0.0, 1.5, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.515,0.515192246987792,,0.5,False,no_nondegenerate_circles,no_nondegenerate_circles
E8,1.5,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}",observer,2,primary_observer,True,pilot_v2_reduced,"[0.10991624390681737, 0.06676051199330066]","[0.164874, 0.100141, 0.63]",1.5,1.5,1.5133118296155847,id,preserving,translation,"[0, 1, 0]","[0.0, 1.5, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.515,0.515192246987792,,0.5,False,no_nondegenerate_circles,no_nondegenerate_circles
E8,1.5,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}",observer,3,primary_observer,True,pilot_v2_reduced,"[0.4225612190131215, 0.125548183938205]","[0.633842, 0.188322, 0.63]",1.5,1.5,1.546564294949173,id,preserving,translation,"[0, 1, 0]","[0.0, 1.5, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.515,0.515192246987792,,0.5,False,no_nondegenerate_circles,no_nondegenerate_circles
E8,1.5,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}",anchor:reflection_plane_A,-1,symmetry_anchor,False,anchor,"[0.25, 0.0]","[0.375, 0.0, 0.63]",1.5,1.5,1.5,id,preserving,translation,"[0, 1, 0]","[0.0, 1.5, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.515,0.515192246987792,,0.5,False,no_nondegenerate_circles,no_nondegenerate_circles
E8,1.5,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}",anchor:reflection_plane_B,-1,symmetry_anchor,False,anchor,"[0.0, 0.12]","[0.0, 0.18, 0.63]",1.5,1.5,1.5,id,preserving,translation,"[0, 1, 0]","[0.0, 1.5, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.515,0.515192246987792,,0.5,False,no_nondegenerate_circles,no_nondegenerate_circles
E8,1.5,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}",anchor:plane_intersection,-1,symmetry_anchor,False,anchor,"[0.0, 0.0]","[0.0, 0.0, 0.63]",1.5,1.5,1.5,id,preserving,translation,"[0, 1, 0]","[0.0, 1.5, 0.0]",,,,False,0,0,False,,,,,,,,,,,0.515,0.515192246987792,,0.5,False,no_nondegenerate_circles,no_nondegenerate_circles
