family,size_id,L,point_index,is_frozen_anchor,observer_id,reduced_coords,r_obs_LLSS,d_clone,d_clone_proper,d_clone_improper,nearest_coset,nearest_element_type,nearest_alpha_deg,nearest_theta_deg,n_candidates_d_lt_1,exclusion_witness_exists,geometric_status,observational_status,prior_weight,shape
E8,L1.00,1.0,11,False,11,"[0.030000000000000002, 0.1288]","[0.03, 0.1288, 0.42]",1.0,1.0,1.0017983829094554,id,translation,,,0,False,zero_radius_boundary,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.0, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.0, ""LCy"": 1.0}"
E8,L1.20,1.2,0,True,0,"[0.21609142351830096, 0.1388778490467109]","[0.25931, 0.166653, 0.504]",1.2,1.2,1.2454290216891704,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}"
E8,L1.20,1.2,1,True,1,"[0.10991624390681737, 0.06676051199330066]","[0.131899, 0.080113, 0.504]",1.2,1.2,1.2106494636924678,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}"
E8,L1.20,1.2,2,True,2,"[0.4225612190131215, 0.125548183938205]","[0.507073, 0.150658, 0.504]",1.2,1.2,1.2372514359593383,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}"
E8,L1.20,1.2,3,False,3,"[0.030000000000000002, 0.23]","[0.036, 0.276, 0.504]",1.2,1.2,1.2021580594913466,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}"
E8,L1.20,1.2,4,False,4,"[0.3121, 0.02]","[0.37452, 0.024, 0.504]",1.2,1.2,1.2009596163068932,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}"
E8,L1.20,1.2,5,False,5,"[0.3256, 0.23]","[0.39072, 0.276, 0.504]",1.2,1.2,1.3208724389584332,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}"
E8,L1.20,1.2,6,False,6,"[0.47000000000000003, 0.02]","[0.564, 0.024, 0.504]",1.2,1.2,1.2009596163068932,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}"
E8,L1.20,1.2,7,False,7,"[0.1454, 0.23]","[0.17448, 0.276, 0.504]",1.2,1.2,1.249709198813868,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}"
E8,L1.20,1.2,8,False,8,"[0.47000000000000003, 0.23]","[0.564, 0.276, 0.504]",1.2,1.2,1.3208724389584332,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}"
E8,L1.20,1.2,9,False,9,"[0.2056, 0.02]","[0.24672, 0.024, 0.504]",1.2,1.2,1.2009596163068932,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}"
E8,L1.20,1.2,10,False,10,"[0.31880000000000003, 0.1236]","[0.38256, 0.14832, 0.504]",1.2,1.2,1.2361210659154709,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}"
E8,L1.20,1.2,11,False,11,"[0.030000000000000002, 0.1288]","[0.036, 0.15456, 0.504]",1.2,1.2,1.2021580594913466,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.2, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.2, ""LCy"": 1.2}"
E8,L1.50,1.5,0,True,0,"[0.21609142351830096, 0.1388778490467109]","[0.324137, 0.208317, 0.63]",1.5,1.5,1.5567862771114631,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}"
E8,L1.50,1.5,1,True,1,"[0.10991624390681737, 0.06676051199330066]","[0.164874, 0.100141, 0.63]",1.5,1.5,1.5133118296155847,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}"
E8,L1.50,1.5,2,True,2,"[0.4225612190131215, 0.125548183938205]","[0.633842, 0.188322, 0.63]",1.5,1.5,1.546564294949173,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}"
E8,L1.50,1.5,3,False,3,"[0.030000000000000002, 0.23]","[0.045, 0.345, 0.63]",1.5,1.5,1.5026975743641833,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}"
E8,L1.50,1.5,4,False,4,"[0.3121, 0.02]","[0.46815, 0.03, 0.63]",1.5,1.5,1.5011995203836164,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}"
E8,L1.50,1.5,5,False,5,"[0.3256, 0.23]","[0.4884, 0.345, 0.63]",1.5,1.5,1.6510905486980416,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}"
E8,L1.50,1.5,6,False,6,"[0.47000000000000003, 0.02]","[0.705, 0.03, 0.63]",1.5,1.5,1.5011995203836164,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}"
E8,L1.50,1.5,7,False,7,"[0.1454, 0.23]","[0.2181, 0.345, 0.63]",1.5,1.5,1.5621364985173352,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}"
E8,L1.50,1.5,8,False,8,"[0.47000000000000003, 0.23]","[0.705, 0.345, 0.63]",1.5,1.5,1.6510905486980416,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}"
E8,L1.50,1.5,9,False,9,"[0.2056, 0.02]","[0.3084, 0.03, 0.63]",1.5,1.5,1.5011995203836164,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}"
E8,L1.50,1.5,10,False,10,"[0.31880000000000003, 0.1236]","[0.4782, 0.1854, 0.63]",1.5,1.5,1.5451513323943387,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}"
E8,L1.50,1.5,11,False,11,"[0.030000000000000002, 0.1288]","[0.045, 0.1932, 0.63]",1.5,1.5,1.5026975743641833,id,translation,,,0,False,no_nondegenerate_circles,no_nondegenerate_circles,0.08333333333333333,"{""LAx"": 1.5, ""LAy"": 0.0, ""LBx"": 0.0, ""LBz"": 1.5, ""LCy"": 1.5}"
