sample,axis_3072,axis_1536,antipode_of_3072,same_plane,Sp_diff_axis_vs_antipode,S_min_3072,S_min_1536
fresh_377,783,783,2287,True,0.0,305.4058837890625,305.4058837890625
fresh_378,1206,1206,1878,True,0.0,357.6466369628906,357.6466369628906
fresh_379,99,99,2961,True,0.0,288.84124755859375,288.84124755859375
fresh_380,817,817,2257,True,0.0,336.02191162109375,336.02191162109375
fresh_381,63,63,3003,True,0.0,318.10491943359375,318.10491943359375
fresh_382,1283,1283,1763,True,0.0,314.9786682128906,314.9786682128906
fresh_383,132,132,2932,True,0.0,355.8397521972656,355.8397521972656
fresh_384,336,336,2758,True,0.0,310.5345458984375,310.5345458984375
fresh_385,21,21,3051,True,0.0,380.2756652832031,380.2756652832031
fresh_386,501,501,2581,True,0.0,347.8528137207031,347.8528137207031
fresh_387,1507,1507,1539,True,1.170928955078125,334.7188720703125,334.7188720703125
fresh_388,34,34,3034,True,0.0,304.0451965332031,304.0451965332031
fresh_389,97,97,2987,True,0.0,326.4588928222656,326.4588928222656
fresh_390,149,149,2915,True,0.0,322.87420654296875,322.87420654296875
fresh_391,945,945,2129,True,0.0,446.83184814453125,446.83184814453125
fresh_392,55,55,3017,True,0.0,274.6214904785156,274.6214904785156
fresh_393,172,172,2902,True,0.0,513.0679321289062,513.0679321289062
fresh_394,1289,1289,1769,True,0.0,441.3590393066406,441.3590393066406
fresh_395,1500,1500,1596,True,0.0,461.7507019042969,461.7507019042969
fresh_396,14,14,3056,True,0.0,313.81396484375,313.81396484375
fresh_397,173,173,2903,True,0.0,516.6442260742188,516.6442260742188
fresh_398,1292,1292,1772,True,0.0,284.30145263671875,284.30145263671875
fresh_399,269,269,2789,True,0.0,304.93487548828125,304.93487548828125
fresh_400,1390,1390,1678,True,0.0,392.43524169921875,392.43524169921875
fresh_401,1478,1478,1574,True,0.0,318.999755859375,318.999755859375
fresh_402,252,252,2818,True,0.0,256.31878662109375,256.31878662109375
fresh_403,72,72,2988,True,0.0,231.6626739501953,231.6626739501953
fresh_404,122,122,2954,True,0.0,315.23638916015625,315.23638916015625
fresh_405,135,135,2935,True,0.0,392.1249084472656,392.1249084472656
fresh_406,1222,1222,1830,True,0.0,260.47296142578125,260.47296142578125
fresh_407,99,99,2961,True,0.0,397.17498779296875,397.17498779296875
fresh_408,11,11,3063,True,0.0,395.8908386230469,395.8908386230469
fresh_409,1277,1277,1821,True,0.0,429.0290832519531,429.0290832519531
fresh_410,163,163,2893,True,0.0,269.0958557128906,269.0958557128906
fresh_411,130,130,2930,True,0.0,544.6124267578125,544.6124267578125
fresh_412,1113,1113,1977,True,0.0,398.7412414550781,398.7412414550781
fresh_413,1387,1387,1675,True,0.0,449.48773193359375,449.48773193359375
fresh_414,1333,1333,1749,True,0.0,305.6610107421875,305.6610107421875
fresh_415,12,12,3054,True,0.0,370.1882629394531,370.1882629394531
fresh_416,1497,1497,1593,True,0.0,346.62664794921875,346.62664794921875
fresh_417,388,388,2704,True,0.0,397.5619812011719,397.5619812011719
fresh_418,46,46,3028,True,0.0,278.2164611816406,278.2164611816406
fresh_419,1251,1251,1795,True,0.0,430.543701171875,430.543701171875
fresh_420,741,741,2309,True,0.0,462.97552490234375,462.97552490234375
fresh_421,957,957,2141,True,0.0,305.4203796386719,305.4203796386719
fresh_422,83,83,2999,True,0.0,649.4331665039062,649.4331665039062
fresh_423,295,295,2767,True,0.0,318.4547119140625,318.4547119140625
fresh_424,1104,1104,1968,True,0.062957763671875,303.4635925292969,303.4635925292969
fresh_425,430,430,2632,True,0.0,321.4630432128906,321.4630432128906
fresh_426,188,188,2880,True,0.0,521.8759765625,521.8759765625
fresh_427,128,128,2928,True,0.0,297.39404296875,297.39404296875
fresh_428,72,72,2988,True,0.0,417.6088562011719,417.6088562011719
fresh_429,1273,1273,1817,True,0.0,505.54412841796875,505.54412841796875
fresh_430,377,377,2693,True,0.0,353.86822509765625,353.86822509765625
fresh_431,1220,1220,1828,True,0.0,434.0090637207031,434.0090637207031
fresh_432,934,934,2118,True,0.0,346.4056091308594,346.4056091308594
fresh_433,167,167,2897,True,0.0,450.83990478515625,450.83990478515625
fresh_434,322,322,2744,True,0.0,545.8968505859375,545.8968505859375
fresh_435,61,61,3001,True,0.0,445.4476013183594,445.4476013183594
fresh_436,801,801,2241,True,0.0,278.86114501953125,278.86114501953125
fresh_437,102,102,2964,True,0.0,322.8888854980469,322.8888854980469
fresh_438,2307,739,739,True,0.80255126953125,541.343505859375,542.1460571289062
fresh_439,1102,1102,1966,True,0.0,351.1247863769531,351.1247863769531
fresh_440,199,199,2891,True,0.0,388.4110412597656,388.4110412597656
fresh_441,156,156,2922,True,0.0,377.0028381347656,377.0028381347656
fresh_442,1357,1357,1709,True,0.0,352.4164733886719,352.4164733886719
fresh_443,1166,1166,1902,True,0.0,271.5722961425781,271.5722961425781
fresh_444,956,956,2140,True,0.0,598.1575317382812,598.1575317382812
fresh_445,508,508,2588,True,0.0,360.2574462890625,360.2574462890625
fresh_446,55,55,3017,True,0.0,302.20684814453125,302.20684814453125
fresh_447,80,80,2996,True,0.0,432.6929016113281,432.6929016113281
fresh_448,73,73,2989,True,0.0,281.276123046875,281.276123046875
fresh_449,854,854,2230,True,0.0,644.6629638671875,644.6629638671875
fresh_450,53,53,3015,True,0.0,270.8197937011719,270.8197937011719
fresh_451,1358,1358,1710,True,0.0,423.71978759765625,423.71978759765625
fresh_452,1218,1218,1826,True,0.0,362.5647888183594,362.5647888183594
fresh_453,19,19,3049,True,0.0,269.397216796875,269.397216796875
fresh_454,201,201,2853,True,0.0,349.71337890625,349.71337890625
fresh_455,1129,1129,1929,True,0.0,529.448974609375,529.448974609375
fresh_456,73,73,2989,True,0.0,494.57196044921875,494.57196044921875
fresh_457,102,102,2964,True,0.0,309.1625671386719,309.1625671386719
fresh_458,158,158,2924,True,0.0,444.4696350097656,444.4696350097656
fresh_459,15,15,3057,True,0.0,427.483642578125,427.483642578125
fresh_460,586,586,2474,True,0.0,331.1948547363281,331.1948547363281
fresh_461,468,468,2610,True,0.0,364.2904357910156,364.2904357910156
fresh_462,625,625,2449,True,0.0,366.3612365722656,366.3612365722656
fresh_463,11,11,3063,True,0.0,407.98870849609375,407.98870849609375
fresh_464,807,807,2247,True,0.0,316.670166015625,316.670166015625
fresh_465,504,504,2584,True,0.0,323.9098205566406,323.9098205566406
fresh_466,610,610,2434,True,0.0,421.58526611328125,421.58526611328125
fresh_467,52,52,3014,True,0.0,376.4398498535156,376.4398498535156
fresh_468,1252,1252,1796,True,0.0,382.03985595703125,382.03985595703125
fresh_469,388,388,2704,True,0.0,268.2030029296875,268.2030029296875
fresh_470,559,559,2511,True,0.0,410.7654113769531,410.7654113769531
fresh_471,76,76,2992,True,0.0,419.29339599609375,419.29339599609375
fresh_472,677,677,2373,True,0.0,350.008544921875,350.008544921875
fresh_473,1164,1164,1900,True,0.0,367.3758239746094,367.3758239746094
fresh_474,126,126,2958,True,0.0,328.114990234375,328.114990234375
fresh_475,15,15,3057,True,0.0,445.6300354003906,445.6300354003906
fresh_476,402,402,2662,True,0.0,429.5956115722656,429.5956115722656
fresh_477,9,9,3061,True,0.0,559.1199951171875,559.1199951171875
fresh_478,1222,1222,1830,True,0.0,381.5418701171875,381.5418701171875
fresh_479,719,719,2351,True,0.0,342.5350341796875,342.5350341796875
fresh_480,10,10,3062,True,0.0,354.5093994140625,354.5093994140625
fresh_481,1180,1180,1916,True,0.0,347.8786315917969,347.8786315917969
fresh_482,1295,1295,1775,True,0.0,333.34814453125,333.34814453125
fresh_483,1138,1138,1938,True,0.0,471.9126892089844,471.9126892089844
fresh_484,1346,1346,1698,True,0.0,312.43572998046875,312.43572998046875
fresh_485,850,850,2226,True,0.0,332.2115783691406,332.2115783691406
fresh_486,564,564,2516,True,0.0,271.3917236328125,271.3917236328125
fresh_487,49,49,3031,True,0.0,287.404541015625,287.404541015625
fresh_488,852,852,2228,True,0.0,305.5610046386719,305.5610046386719
fresh_489,1370,1370,1722,True,0.0,400.56610107421875,400.56610107421875
fresh_490,803,803,2243,True,0.0,355.899658203125,355.899658203125
fresh_491,26,26,3042,True,0.0,382.95257568359375,382.95257568359375
fresh_492,357,357,2727,True,0.0,319.5348205566406,319.5348205566406
fresh_493,689,689,2385,True,0.0,495.7070617675781,495.7070617675781
fresh_494,70,70,3010,True,0.0,413.56695556640625,413.56695556640625
fresh_495,56,56,3018,True,0.0,432.180419921875,432.180419921875
fresh_496,1129,1129,1929,True,0.0,482.7500915527344,482.7500915527344
fresh_497,349,349,2719,True,0.0,314.05462646484375,314.05462646484375
fresh_498,106,106,2968,True,0.0,431.9956970214844,431.9956970214844
fresh_499,1176,1176,1912,True,0.0,309.93231201171875,309.93231201171875
fresh_500,1362,1362,1714,True,0.0,483.2833557128906,483.2833557128906
fresh_501,13,13,3055,True,0.0,481.3145751953125,481.3145751953125
fresh_502,602,602,2490,True,0.0,327.9137878417969,327.9137878417969
fresh_503,70,70,3010,True,0.0,295.2401428222656,295.2401428222656
fresh_504,940,940,2124,True,0.0,301.83099365234375,301.83099365234375
fresh_505,848,848,2224,True,0.0828857421875,400.971435546875,400.971435546875
fresh_506,190,190,2882,True,0.0,340.4468078613281,340.4468078613281
fresh_507,976,976,2096,True,1.082611083984375,418.3612976074219,418.3612976074219
fresh_508,10,10,3062,True,0.0,335.8363952636719,335.8363952636719
fresh_509,82,82,2998,True,0.0,332.36309814453125,332.36309814453125
fresh_510,63,63,3003,True,0.0,400.5028991699219,400.5028991699219
fresh_511,204,204,2856,True,0.0,391.23773193359375,391.23773193359375
fresh_512,459,459,2601,True,0.0,279.8045959472656,279.8045959472656
fresh_513,65,65,3005,True,0.0,317.11944580078125,317.11944580078125
fresh_514,867,867,2179,True,0.0,345.13226318359375,345.13226318359375
fresh_515,1151,1151,1951,True,0.0,292.9110412597656,292.9110412597656
fresh_516,437,437,2639,True,0.0,310.4380798339844,310.4380798339844
fresh_517,40,40,3022,True,0.0,224.42953491210938,224.42953491210938
fresh_518,163,163,2893,True,0.0,316.4978942871094,316.4978942871094
fresh_519,294,294,2766,True,0.0,224.90260314941406,224.90260314941406
fresh_520,1292,1292,1772,True,0.0,337.981201171875,337.981201171875
fresh_521,1149,1149,1949,True,0.0,559.098876953125,559.098876953125
fresh_522,785,785,2289,True,0.0,455.76019287109375,455.76019287109375
fresh_523,72,72,2988,True,0.0,214.2799072265625,214.2799072265625
fresh_524,145,145,2911,True,0.0,397.62957763671875,397.62957763671875
fresh_525,1324,1324,1740,True,0.0,334.3357238769531,334.3357238769531
fresh_526,116,116,2948,True,0.0,326.5586242675781,326.5586242675781
fresh_527,2128,944,944,True,0.0047607421875,344.9053039550781,344.9100646972656
fresh_528,72,72,2988,True,0.0,385.4924621582031,385.4924621582031
fresh_529,149,149,2915,True,0.0,439.9864196777344,439.9864196777344
fresh_530,561,561,2513,True,0.0,333.640625,333.640625
fresh_531,482,482,2562,True,0.0,416.06134033203125,416.06134033203125
fresh_532,987,987,2107,True,0.0,307.76715087890625,307.76715087890625
fresh_533,1285,1285,1765,True,0.0,368.6412658691406,368.6412658691406
fresh_534,623,623,2447,True,0.0,449.5545959472656,449.5545959472656
fresh_535,399,399,2659,True,0.0,304.38629150390625,304.38629150390625
fresh_536,128,128,2928,True,0.0,382.83709716796875,382.83709716796875
fresh_537,1258,1258,1802,True,0.0,302.9803161621094,302.9803161621094
fresh_538,279,279,2799,True,0.0,311.5283508300781,311.5283508300781
fresh_539,24,24,3040,True,0.0,410.338623046875,410.338623046875
fresh_540,26,26,3042,True,0.0,377.1714782714844,377.1714782714844
fresh_541,1419,1419,1643,True,0.0,386.34136962890625,386.34136962890625
fresh_542,75,75,2991,True,0.0,198.1795654296875,198.1795654296875
fresh_543,1535,1535,1567,True,0.567962646484375,357.8949279785156,357.8949279785156
fresh_544,853,853,2229,True,0.0,419.1341857910156,419.1341857910156
fresh_545,1486,1486,1582,True,0.0,277.86407470703125,277.86407470703125
fresh_546,923,923,2171,True,0.0,394.3758850097656,394.3758850097656
fresh_547,15,15,3057,True,0.0,226.0185089111328,226.0185089111328
fresh_548,57,57,3019,True,0.0,338.7755126953125,338.7755126953125
fresh_549,823,823,2263,True,0.0,338.51263427734375,338.51263427734375
fresh_550,6,6,3066,True,0.0,247.3707733154297,247.3707733154297
fresh_551,669,669,2429,True,0.0,490.3910827636719,490.3910827636719
fresh_552,547,547,2499,True,0.0,481.01361083984375,481.01361083984375
fresh_553,406,406,2666,True,0.0,362.051025390625,362.051025390625
fresh_554,175,175,2905,True,0.0,390.3665771484375,390.3665771484375
fresh_555,864,864,2176,True,0.0,393.4247741699219,393.4247741699219
fresh_556,198,198,2890,True,0.0,338.7373352050781,338.7373352050781
fresh_557,98,98,2960,True,0.0,323.3680419921875,323.3680419921875
fresh_558,209,209,2861,True,0.0,293.6855773925781,293.6855773925781
fresh_559,585,585,2473,True,0.0,300.5953674316406,300.5953674316406
fresh_560,1042,1042,2034,True,0.0,523.4564208984375,523.4564208984375
fresh_561,111,111,2973,True,0.0,429.3979187011719,429.3979187011719
fresh_562,38,38,3038,True,0.0,331.4784851074219,331.4784851074219
fresh_563,1069,1069,1997,True,0.0,305.1160583496094,305.1160583496094
fresh_564,78,78,2994,True,0.0,357.0149230957031,357.0149230957031
fresh_565,43,43,3025,True,0.0,389.3973083496094,389.3973083496094
fresh_566,842,842,2218,True,0.0,416.1575012207031,416.1575012207031
fresh_567,1083,1083,2011,True,0.0,296.5654296875,296.5654296875
fresh_568,276,276,2796,True,0.0,346.1744689941406,346.1744689941406
fresh_569,47,47,3029,True,0.0,310.8016662597656,310.8016662597656
fresh_570,162,162,2892,True,0.0,348.82550048828125,348.82550048828125
fresh_571,866,866,2178,True,0.0,320.4733581542969,320.4733581542969
fresh_572,1401,1401,1689,True,0.0,481.4351501464844,481.4351501464844
fresh_573,79,79,2995,True,0.0,380.6961364746094,380.6961364746094
fresh_574,797,797,2301,True,0.0848388671875,301.9021301269531,301.9021301269531
fresh_575,1398,1398,1686,True,0.0,375.3292236328125,375.3292236328125
fresh_576,930,930,2114,True,0.0,344.162109375,344.162109375
fresh_577,961,961,2081,True,0.0,415.6103515625,415.6103515625
fresh_578,82,82,2998,True,0.0,300.41900634765625,300.41900634765625
fresh_579,80,80,2996,True,0.0,340.5934143066406,340.5934143066406
fresh_580,39,39,3039,True,0.0,227.01246643066406,227.01246643066406
fresh_581,1361,1361,1713,True,0.0,412.4308776855469,412.4308776855469
fresh_582,584,584,2472,True,0.0,366.77337646484375,366.77337646484375
fresh_583,299,299,2771,True,0.0,318.69696044921875,318.69696044921875
fresh_584,1469,1469,1629,True,0.0,341.2812194824219,341.2812194824219
fresh_585,154,154,2920,True,0.0,428.10382080078125,428.10382080078125
fresh_586,908,908,2156,True,0.0,277.1571350097656,277.1571350097656
fresh_587,147,147,2913,True,0.0,448.87176513671875,448.87176513671875
fresh_588,613,613,2437,True,0.0,493.5154724121094,493.5154724121094
fresh_589,26,26,3042,True,0.0,380.8018798828125,380.8018798828125
fresh_590,94,94,2984,True,0.0,376.69195556640625,376.69195556640625
fresh_591,34,34,3034,True,0.0,300.0284423828125,300.0284423828125
fresh_592,407,407,2667,True,0.0,374.8623046875,374.8623046875
fresh_593,280,280,2800,True,0.0,388.0479736328125,388.0479736328125
fresh_594,144,144,2910,True,0.0,395.3916320800781,395.3916320800781
fresh_595,72,72,2988,True,0.0,372.3519592285156,372.3519592285156
fresh_596,689,689,2385,True,0.0,382.6558532714844,382.6558532714844
fresh_597,48,48,3030,True,0.0,445.1082763671875,445.1082763671875
fresh_598,1064,1064,1992,True,0.0,383.23529052734375,383.23529052734375
fresh_599,38,38,3038,True,0.0,439.5855407714844,439.5855407714844
fresh_600,905,905,2153,True,0.0,361.34844970703125,361.34844970703125
fresh_601,39,39,3039,True,0.0,370.72119140625,370.72119140625
fresh_602,346,346,2716,True,0.0,424.6597595214844,424.6597595214844
fresh_603,587,587,2475,True,0.0,353.5881042480469,353.5881042480469
fresh_604,26,26,3042,True,0.0,334.1495361328125,334.1495361328125
fresh_605,93,93,2983,True,0.0,421.29486083984375,421.29486083984375
fresh_606,1478,1478,1574,True,0.0,406.0947265625,406.0947265625
fresh_607,1108,1108,1972,True,0.0,338.6375427246094,338.6375427246094
fresh_608,501,501,2581,True,0.0,377.18170166015625,377.18170166015625
fresh_609,161,161,2927,True,0.0,400.5066833496094,400.5066833496094
fresh_610,250,250,2816,True,0.0,321.1550598144531,321.1550598144531
fresh_611,211,211,2863,True,0.0,317.2442626953125,317.2442626953125
fresh_612,521,521,2537,True,0.0,366.2534484863281,366.2534484863281
fresh_613,1347,1347,1699,True,0.0,523.0183715820312,523.0183715820312
fresh_614,394,394,2654,True,0.0,305.9982604980469,305.9982604980469
fresh_615,2,2,3068,True,0.0,277.19268798828125,277.19268798828125
fresh_616,998,998,2054,True,0.0,399.4559326171875,399.4559326171875
fresh_617,34,34,3034,True,0.0,370.1279296875,370.1279296875
fresh_618,42,42,3024,True,0.0,314.44390869140625,314.44390869140625
fresh_619,924,924,2172,True,0.0,312.2480773925781,312.2480773925781
fresh_620,1014,1014,2070,True,0.0,282.23333740234375,282.23333740234375
fresh_621,73,73,2989,True,0.0,331.0315856933594,331.0315856933594
fresh_622,55,55,3017,True,0.0,310.47900390625,310.47900390625
fresh_623,1193,1193,1865,True,0.0,362.23345947265625,362.23345947265625
fresh_624,173,173,2903,True,0.0,371.4023132324219,371.4023132324219
fresh_625,460,460,2602,True,0.0,349.77142333984375,349.77142333984375
fresh_626,1137,1137,1937,True,0.0,306.1940002441406,306.1940002441406
fresh_627,1335,1335,1751,True,0.0,494.7705993652344,494.7705993652344
fresh_628,1384,1384,1672,True,0.0,292.02325439453125,292.02325439453125
fresh_629,350,350,2720,True,0.0,276.2709045410156,276.2709045410156
fresh_630,398,398,2658,True,0.0,432.5314025878906,432.5314025878906
fresh_631,1350,1350,1702,True,0.0,407.2720947265625,407.2720947265625
fresh_632,1003,1003,2059,True,0.15826416015625,330.48968505859375,330.48968505859375
fresh_633,328,328,2750,True,0.0,344.245361328125,344.245361328125
fresh_634,1060,1060,1988,True,0.0,459.0762634277344,459.0762634277344
fresh_635,208,208,2860,True,0.0,397.2900695800781,397.2900695800781
fresh_636,138,138,2938,True,0.0,271.9085998535156,271.9085998535156
fresh_637,73,73,2989,True,0.0,420.8287658691406,420.8287658691406
fresh_638,78,78,2994,True,0.0,322.4956970214844,322.4956970214844
fresh_639,2058,1002,1002,True,0.18316650390625,268.1727294921875,268.35589599609375
fresh_640,948,948,2132,True,0.0,370.2067565917969,370.2067565917969
fresh_641,1392,1392,1680,True,0.0,450.4527893066406,450.4527893066406
fresh_642,38,38,3038,True,0.0,405.9978942871094,405.9978942871094
fresh_643,1051,1051,2043,True,0.0,381.30584716796875,381.30584716796875
fresh_644,586,586,2474,True,0.0,282.4045715332031,282.4045715332031
fresh_645,289,289,2761,True,0.0,318.30108642578125,318.30108642578125
fresh_646,1447,1447,1607,True,0.0,336.8970947265625,336.8970947265625
fresh_647,47,47,3029,True,0.0,304.3519287109375,304.3519287109375
fresh_648,23,23,3053,True,0.0,413.70758056640625,413.70758056640625
fresh_649,1234,1234,1842,True,0.0,478.4981689453125,478.4981689453125
fresh_650,1235,1235,1843,True,0.0,455.7468566894531,455.7468566894531
fresh_651,249,249,2815,True,0.0,410.17181396484375,410.17181396484375
fresh_652,888,888,2200,True,0.0,564.9234619140625,564.9234619140625
fresh_653,855,855,2231,True,0.0,445.1919860839844,445.1919860839844
fresh_654,76,76,2992,True,0.0,251.864013671875,251.864013671875
fresh_655,78,78,2994,True,0.0,339.604248046875,339.604248046875
fresh_656,1142,1142,1942,True,0.0,309.8617248535156,309.8617248535156
fresh_657,331,331,2753,True,0.0,369.1509704589844,369.1509704589844
fresh_658,581,581,2469,True,0.0,501.7237548828125,501.7237548828125
fresh_659,53,53,3015,True,0.0,531.823974609375,531.823974609375
fresh_660,63,63,3003,True,0.0,343.6224365234375,343.6224365234375
fresh_661,495,495,2575,True,0.0,345.8254699707031,345.8254699707031
fresh_662,773,773,2277,True,0.0,442.42144775390625,442.42144775390625
fresh_663,31,31,3047,True,0.0,211.82308959960938,211.82308959960938
fresh_664,103,103,2965,True,0.0,266.2572326660156,266.2572326660156
fresh_665,43,43,3025,True,0.0,276.3592834472656,276.3592834472656
fresh_666,343,343,2713,True,0.0,310.994873046875,310.994873046875
fresh_667,127,127,2959,True,0.0,348.52447509765625,348.52447509765625
fresh_668,971,971,2091,True,0.0,300.86669921875,300.86669921875
fresh_669,245,245,2811,True,0.0,324.49822998046875,324.49822998046875
fresh_670,541,541,2557,True,0.0,339.68865966796875,339.68865966796875
fresh_671,1162,1162,1898,True,0.0,368.4158020019531,368.4158020019531
fresh_672,15,15,3057,True,0.0,388.8757629394531,388.8757629394531
fresh_673,563,563,2515,True,0.0,396.0080261230469,396.0080261230469
fresh_674,38,38,3038,True,0.0,240.4638671875,240.4638671875
fresh_675,71,71,3011,True,0.0,386.1377258300781,386.1377258300781
fresh_676,680,680,2376,True,0.0,459.13861083984375,459.13861083984375
fresh_677,1402,1402,1690,True,0.0,274.13983154296875,274.13983154296875
fresh_678,789,789,2293,True,0.01348876953125,328.5357666015625,328.5357666015625
fresh_679,10,10,3062,True,0.0,319.8800964355469,319.8800964355469
fresh_680,1027,1027,2019,True,0.0,499.2159729003906,499.2159729003906
fresh_681,854,854,2230,True,0.0,472.75927734375,472.75927734375
fresh_682,296,296,2768,True,0.0,345.8067932128906,345.8067932128906
fresh_683,204,204,2856,True,0.0,321.8857727050781,321.8857727050781
fresh_684,20,20,3050,True,0.0,317.4791564941406,317.4791564941406
fresh_685,13,13,3055,True,0.0,319.8174133300781,319.8174133300781
fresh_686,100,100,2962,True,0.0,297.3918151855469,297.3918151855469
fresh_687,343,343,2713,True,0.0,361.5853576660156,361.5853576660156
fresh_688,349,349,2719,True,0.0,324.8507385253906,324.8507385253906
fresh_689,1272,1272,1816,True,0.0,287.1758117675781,287.1758117675781
fresh_690,6,6,3066,True,0.0,247.4368896484375,247.4368896484375
fresh_691,247,247,2813,True,0.0,393.1784362792969,393.1784362792969
fresh_692,904,904,2152,True,0.0,400.5044250488281,400.5044250488281
fresh_693,417,417,2677,True,0.0,299.3422546386719,299.3422546386719
fresh_694,55,55,3017,True,0.0,401.85357666015625,401.85357666015625
fresh_695,161,161,2927,True,0.0,280.3090515136719,280.3090515136719
fresh_696,1466,1466,1626,True,0.0,379.91558837890625,379.91558837890625
fresh_697,1407,1407,1695,True,0.0,522.3959350585938,522.3959350585938
fresh_698,197,197,2889,True,0.0,397.11688232421875,397.11688232421875
fresh_699,70,70,3010,True,0.0,324.1260986328125,324.1260986328125
fresh_700,68,68,3008,True,0.0,368.0680236816406,368.0680236816406
fresh_701,110,110,2972,True,0.0,323.0421142578125,323.0421142578125
fresh_702,965,965,2085,True,0.0,357.10174560546875,357.10174560546875
fresh_703,778,778,2282,True,0.25128173828125,316.3756103515625,316.3756103515625
fresh_704,107,107,2969,True,0.0,351.1298522949219,351.1298522949219
fresh_705,1172,1172,1908,True,0.0,366.93994140625,366.93994140625
fresh_706,208,208,2860,True,0.0,530.175048828125,530.175048828125
fresh_707,6,6,3066,True,0.0,366.24072265625,366.24072265625
fresh_708,131,131,2931,True,0.0,356.6684875488281,356.6684875488281
fresh_709,73,73,2989,True,0.0,264.2904357910156,264.2904357910156
fresh_710,2323,755,755,True,1.025390625,500.12078857421875,501.14617919921875
fresh_711,586,586,2474,True,0.0,366.4504089355469,366.4504089355469
fresh_712,2059,1003,1003,True,0.0419921875,368.8197937011719,368.8617858886719
fresh_713,24,24,3040,True,0.0,530.0208129882812,530.0208129882812
fresh_714,246,246,2812,True,0.0,446.88427734375,446.88427734375
fresh_715,1319,1319,1735,True,0.0,356.814208984375,356.814208984375
fresh_716,2273,769,769,True,0.228973388671875,381.5411376953125,381.7701110839844
fresh_717,248,248,2814,True,0.0,315.8129577636719,315.8129577636719
fresh_718,14,14,3056,True,0.0,446.26397705078125,446.26397705078125
fresh_719,80,80,2996,True,0.0,294.5422058105469,294.5422058105469
fresh_720,165,165,2895,True,0.0,391.5679931640625,391.5679931640625
fresh_721,275,275,2795,True,0.0,307.1917724609375,307.1917724609375
fresh_722,575,575,2527,True,0.0,420.11431884765625,420.11431884765625
fresh_723,910,910,2158,True,0.0,334.266357421875,334.266357421875
fresh_724,838,838,2214,True,0.0,395.4609375,395.4609375
fresh_725,609,609,2433,True,0.0,296.5430603027344,296.5430603027344
fresh_726,189,189,2881,True,0.0,467.25689697265625,467.25689697265625
fresh_727,590,590,2478,True,0.0,481.7640380859375,481.7640380859375
fresh_728,777,777,2281,True,0.263031005859375,378.9056701660156,378.9056701660156
fresh_729,2,2,3068,True,0.0,343.4278259277344,343.4278259277344
fresh_730,1208,1208,1880,True,0.0,394.10321044921875,394.10321044921875
fresh_731,19,19,3049,True,0.0,346.50775146484375,346.50775146484375
fresh_732,868,868,2180,True,0.0,339.5531311035156,339.5531311035156
fresh_733,1011,1011,2067,True,0.0,362.7040100097656,362.7040100097656
fresh_734,110,110,2972,True,0.0,302.75408935546875,302.75408935546875
fresh_735,596,596,2484,True,0.0,407.7643737792969,407.7643737792969
fresh_736,29,29,3045,True,0.0,323.9649963378906,323.9649963378906
fresh_737,167,167,2897,True,0.0,352.5870666503906,352.5870666503906
fresh_738,492,492,2572,True,0.0,317.6321716308594,317.6321716308594
fresh_739,181,181,2873,True,0.0,401.0102844238281,401.0102844238281
fresh_740,527,527,2543,True,0.0,300.4424133300781,300.4424133300781
fresh_741,1220,1220,1828,True,0.0,291.43280029296875,291.43280029296875
fresh_742,1112,1112,1976,True,0.0,484.8905944824219,484.8905944824219
fresh_743,868,868,2180,True,0.0,308.54205322265625,308.54205322265625
fresh_744,480,480,2560,True,0.0,318.4922180175781,318.4922180175781
fresh_745,2286,782,782,True,0.165008544921875,357.2473449707031,357.412353515625
fresh_746,520,520,2536,True,0.0,355.43707275390625,355.43707275390625
fresh_747,562,562,2514,True,0.0,530.7792358398438,530.7792358398438
fresh_748,640,640,2400,True,0.0,317.3832702636719,317.3832702636719
fresh_749,585,585,2473,True,0.0,325.28936767578125,325.28936767578125
fresh_750,17,17,3059,True,0.0,441.936767578125,441.936767578125
fresh_751,1541,1509,1509,True,0.768280029296875,356.1954650878906,356.9637451171875
fresh_752,75,75,2991,True,0.0,252.9008331298828,252.9008331298828
fresh_753,27,27,3043,True,0.0,438.059814453125,438.059814453125
fresh_754,86,86,2976,True,0.0,369.47552490234375,369.47552490234375
fresh_755,1169,1169,1905,True,0.0,273.6264953613281,273.6264953613281
fresh_756,524,524,2540,True,0.0,333.07586669921875,333.07586669921875
fresh_757,37,37,3037,True,0.0,375.140869140625,375.140869140625
fresh_758,588,588,2476,True,0.0,506.5012512207031,506.5012512207031
fresh_759,14,14,3056,True,0.0,357.0922546386719,357.0922546386719
fresh_760,46,46,3028,True,0.0,398.3043212890625,398.3043212890625
fresh_761,108,108,2970,True,0.0,296.8958740234375,296.8958740234375
fresh_762,2023,1031,1031,True,0.100555419921875,348.54962158203125,348.6501770019531
fresh_763,101,101,2963,True,0.0,370.39776611328125,370.39776611328125
fresh_764,1130,1130,1930,True,0.0,323.6947937011719,323.6947937011719
fresh_765,824,824,2264,True,0.0,293.3171081542969,293.3171081542969
fresh_766,1408,1408,1632,True,0.0,349.2928771972656,349.2928771972656
fresh_767,445,445,2647,True,0.0,433.66778564453125,433.66778564453125
fresh_768,467,467,2609,True,0.0,420.2420349121094,420.2420349121094
fresh_769,42,42,3024,True,0.0,373.15704345703125,373.15704345703125
fresh_770,835,835,2211,True,0.0,525.731689453125,525.731689453125
