sample,axis_3072,axis_1536,antipode_of_3072,same_plane,Sp_diff_axis_vs_antipode,S_min_3072,S_min_1536
fresh_771,716,716,2348,True,0.0,365.7746887207031,365.7746887207031
fresh_772,111,111,2973,True,0.0,331.62786865234375,331.62786865234375
fresh_773,680,680,2376,True,0.0,400.8852233886719,400.8852233886719
fresh_774,702,702,2398,True,0.0,488.7245178222656,488.7245178222656
fresh_775,502,502,2582,True,0.0,352.8805847167969,352.8805847167969
fresh_776,80,80,2996,True,0.0,431.2926330566406,431.2926330566406
fresh_777,254,254,2820,True,0.0,393.6068115234375,393.6068115234375
fresh_778,25,25,3041,True,0.0,294.73077392578125,294.73077392578125
fresh_779,1267,1267,1811,True,0.0,277.2861022949219,277.2861022949219
fresh_780,810,810,2250,True,0.0,410.50469970703125,410.50469970703125
fresh_781,64,64,3004,True,0.0,409.682861328125,409.682861328125
fresh_782,37,37,3037,True,0.0,372.8322448730469,372.8322448730469
fresh_783,1325,1325,1741,True,0.0,362.3992919921875,362.3992919921875
fresh_784,257,257,2823,True,0.0,290.5140075683594,290.5140075683594
fresh_785,14,14,3056,True,0.0,325.024658203125,325.024658203125
fresh_786,1071,1071,1999,True,0.0,311.67059326171875,311.67059326171875
fresh_787,813,813,2253,True,0.0,378.81005859375,378.81005859375
fresh_788,1086,1086,2014,True,0.0,331.3969421386719,331.3969421386719
fresh_789,73,73,2989,True,0.0,391.74395751953125,391.74395751953125
fresh_790,1151,1151,1951,True,0.0,275.7439880371094,275.7439880371094
fresh_791,12,12,3054,True,0.0,346.0212707519531,346.0212707519531
fresh_792,125,125,2957,True,0.0,369.69476318359375,369.69476318359375
fresh_793,28,28,3044,True,0.0,330.81805419921875,330.81805419921875
fresh_794,243,243,2809,True,0.0,270.1854553222656,270.1854553222656
fresh_795,318,318,2740,True,0.0,358.66741943359375,358.66741943359375
fresh_796,963,963,2083,True,0.0,365.36376953125,365.36376953125
fresh_797,177,177,2907,True,0.0,435.24737548828125,435.24737548828125
fresh_798,348,348,2718,True,0.0,368.25274658203125,368.25274658203125
fresh_799,128,128,2928,True,0.0,343.28704833984375,343.28704833984375
fresh_800,314,314,2736,True,0.0,350.1280517578125,350.1280517578125
fresh_801,49,49,3031,True,0.0,365.7119140625,365.7119140625
fresh_802,57,57,3019,True,0.0,276.20147705078125,276.20147705078125
fresh_803,81,81,2997,True,0.0,307.12042236328125,307.12042236328125
fresh_804,1480,1480,1576,True,0.0,379.0645751953125,379.0645751953125
fresh_805,1097,1097,1961,True,0.0,210.0712890625,210.0712890625
fresh_806,1413,1413,1637,True,0.0,322.9856872558594,322.9856872558594
fresh_807,999,999,2055,True,0.01348876953125,300.4596862792969,300.4596862792969
fresh_808,684,684,2380,True,0.0,395.833740234375,395.833740234375
fresh_809,982,982,2102,True,0.0,326.3365783691406,326.3365783691406
fresh_810,1059,1059,1987,True,0.0,363.3649597167969,363.3649597167969
fresh_811,16,16,3058,True,0.0,399.0221252441406,399.0221252441406
fresh_812,98,98,2960,True,0.0,357.8038024902344,357.8038024902344
fresh_813,801,801,2241,True,0.0,356.7865295410156,356.7865295410156
fresh_814,956,956,2140,True,0.0,387.3782043457031,387.3782043457031
fresh_815,35,35,3035,True,0.0,311.9573059082031,311.9573059082031
fresh_816,107,107,2969,True,0.0,329.6110534667969,329.6110534667969
fresh_817,126,126,2958,True,0.0,315.9739685058594,315.9739685058594
fresh_818,212,212,2864,True,0.0,412.7551574707031,412.7551574707031
fresh_819,163,163,2893,True,0.0,541.6485595703125,541.6485595703125
fresh_820,143,143,2943,True,0.0,325.6679992675781,325.6679992675781
fresh_821,1507,1507,1539,True,1.758575439453125,371.2806091308594,371.2806091308594
fresh_822,49,49,3031,True,0.0,365.61676025390625,365.61676025390625
fresh_823,948,948,2132,True,0.0,312.0148010253906,312.0148010253906
fresh_824,1124,1124,1924,True,0.0,377.6473388671875,377.6473388671875
fresh_825,466,466,2608,True,0.0,440.28363037109375,440.28363037109375
fresh_826,1439,1439,1663,True,0.0,392.2081604003906,392.2081604003906
fresh_827,72,72,2988,True,0.0,432.0470275878906,432.0470275878906
fresh_828,22,22,3052,True,0.0,261.68084716796875,261.68084716796875
fresh_829,713,713,2345,True,0.0,372.5806884765625,372.5806884765625
fresh_830,1203,1203,1875,True,0.0,344.4897766113281,344.4897766113281
fresh_831,14,14,3056,True,0.0,368.53125,368.53125
fresh_832,78,78,2994,True,0.0,365.420654296875,365.420654296875
fresh_833,1467,1467,1627,True,0.0,387.381591796875,387.381591796875
fresh_834,37,37,3037,True,0.0,265.560546875,265.560546875
fresh_835,2112,928,928,True,0.0042724609375,300.5440673828125,300.54833984375
fresh_836,1332,1332,1748,True,0.0,427.8602600097656,427.8602600097656
fresh_837,151,151,2917,True,0.0,353.1809387207031,353.1809387207031
fresh_838,131,131,2931,True,0.0,283.2938537597656,283.2938537597656
fresh_839,143,143,2943,True,0.0,252.37353515625,252.37353515625
fresh_840,308,308,2780,True,0.0,441.95867919921875,441.95867919921875
fresh_841,355,355,2725,True,0.0,395.17791748046875,395.17791748046875
fresh_842,96,96,2986,True,0.0,403.3481750488281,403.3481750488281
fresh_843,375,375,2691,True,0.0,293.84942626953125,293.84942626953125
fresh_844,458,458,2600,True,0.0,403.3328552246094,403.3328552246094
fresh_845,349,349,2719,True,0.0,446.2864074707031,446.2864074707031
fresh_846,78,78,2994,True,0.0,269.2646179199219,269.2646179199219
fresh_847,52,52,3014,True,0.0,518.7130126953125,518.7130126953125
fresh_848,879,879,2191,True,0.0,413.350830078125,413.350830078125
fresh_849,1079,1079,2007,True,0.0,359.0826721191406,359.0826721191406
fresh_850,29,29,3045,True,0.0,278.3901062011719,278.3901062011719
fresh_851,33,33,3033,True,0.0,418.734619140625,418.734619140625
fresh_852,1234,1234,1842,True,0.0,385.58294677734375,385.58294677734375
fresh_853,269,269,2789,True,0.0,396.05621337890625,396.05621337890625
fresh_854,239,239,2849,True,0.0,342.733154296875,342.733154296875
fresh_855,453,453,2595,True,0.0,345.5472717285156,345.5472717285156
fresh_856,130,130,2930,True,0.0,273.4478454589844,273.4478454589844
fresh_857,61,61,3001,True,0.0,250.27288818359375,250.27288818359375
fresh_858,6,6,3066,True,0.0,315.880615234375,315.880615234375
fresh_859,29,29,3045,True,0.0,366.0223388671875,366.0223388671875
fresh_860,1020,1020,2076,True,0.0,284.3007507324219,284.3007507324219
fresh_861,939,939,2123,True,0.0,453.82513427734375,453.82513427734375
fresh_862,64,64,3004,True,0.0,400.81268310546875,400.81268310546875
fresh_863,33,33,3033,True,0.0,349.4383850097656,349.4383850097656
fresh_864,205,205,2857,True,0.0,446.42108154296875,446.42108154296875
fresh_865,502,502,2582,True,0.0,280.9232177734375,280.9232177734375
fresh_866,28,28,3044,True,0.0,281.4808349609375,281.4808349609375
fresh_867,1415,1415,1639,True,0.0,389.8753356933594,389.8753356933594
fresh_868,560,560,2512,True,0.12255859375,372.2740783691406,372.2740783691406
fresh_869,1555,1523,1523,True,2.40289306640625,340.7153625488281,343.1182556152344
fresh_870,307,307,2779,True,0.0,410.1282653808594,410.1282653808594
fresh_871,280,280,2800,True,0.0,365.3123474121094,365.3123474121094
fresh_872,26,26,3042,True,0.0,327.4405212402344,327.4405212402344
fresh_873,296,296,2768,True,0.0,493.419921875,493.419921875
fresh_874,1227,1227,1835,True,0.0,469.2799377441406,469.2799377441406
fresh_875,98,98,2960,True,0.0,375.66241455078125,375.66241455078125
fresh_876,53,53,3015,True,0.0,332.9626159667969,332.9626159667969
fresh_877,58,58,3020,True,0.0,245.12109375,245.12109375
fresh_878,141,141,2941,True,0.0,355.8438415527344,355.8438415527344
fresh_879,109,109,2971,True,0.0,448.5468444824219,448.5468444824219
fresh_880,209,209,2861,True,0.0,370.066162109375,370.066162109375
fresh_881,950,950,2134,True,0.0,370.8958435058594,370.8958435058594
fresh_882,1432,1432,1656,True,0.0,354.75592041015625,354.75592041015625
fresh_883,676,676,2372,True,0.0,344.3333435058594,344.3333435058594
fresh_884,10,10,3062,True,0.0,328.4371032714844,328.4371032714844
fresh_885,58,58,3020,True,0.0,415.11517333984375,415.11517333984375
fresh_886,1010,1010,2066,True,0.0,474.8315124511719,474.8315124511719
fresh_887,56,56,3018,True,0.0,413.1896057128906,413.1896057128906
fresh_888,6,6,3066,True,0.0,353.76025390625,353.76025390625
fresh_889,979,979,2099,True,0.0,478.46722412109375,478.46722412109375
fresh_890,134,134,2934,True,0.0,396.8921203613281,396.8921203613281
fresh_891,538,538,2554,True,0.0,286.1673278808594,286.1673278808594
fresh_892,160,160,2926,True,0.0,393.609619140625,393.609619140625
fresh_893,45,45,3027,True,0.0,383.60516357421875,383.60516357421875
fresh_894,522,522,2538,True,0.0,308.8872375488281,308.8872375488281
fresh_895,74,74,2990,True,0.0,381.87548828125,381.87548828125
fresh_896,68,68,3008,True,0.0,313.7795104980469,313.7795104980469
fresh_897,81,81,2997,True,0.0,446.81842041015625,446.81842041015625
fresh_898,1021,1021,2077,True,0.0,429.2668762207031,429.2668762207031
fresh_899,1454,1454,1614,True,0.0,397.88421630859375,397.88421630859375
fresh_900,811,811,2251,True,0.0,280.0216369628906,280.0216369628906
fresh_901,249,249,2815,True,0.0,492.5324401855469,492.5324401855469
fresh_902,67,67,3007,True,0.0,296.30023193359375,296.30023193359375
fresh_903,1342,1342,1758,True,0.0,489.78546142578125,489.78546142578125
fresh_904,405,405,2665,True,0.0,338.5586242675781,338.5586242675781
fresh_905,1044,1044,2036,True,0.0,337.6567077636719,337.6567077636719
fresh_906,31,31,3047,True,0.0,349.1551208496094,349.1551208496094
fresh_907,433,433,2635,True,0.0,418.6079406738281,418.6079406738281
fresh_908,171,171,2901,True,0.0,275.081298828125,275.081298828125
fresh_909,58,58,3020,True,0.0,321.3397216796875,321.3397216796875
fresh_910,255,255,2821,True,0.0,404.514892578125,404.514892578125
fresh_911,136,136,2936,True,0.0,398.3962707519531,398.3962707519531
fresh_912,645,645,2405,True,0.0,401.46588134765625,401.46588134765625
fresh_913,1346,1346,1698,True,0.0,221.58843994140625,221.58843994140625
fresh_914,1290,1290,1770,True,0.0,354.90362548828125,354.90362548828125
fresh_915,945,945,2129,True,0.0,353.885009765625,353.885009765625
fresh_916,94,94,2984,True,0.0,279.7112121582031,279.7112121582031
fresh_917,1181,1181,1917,True,0.0,300.1895751953125,300.1895751953125
fresh_918,162,162,2892,True,0.0,289.965576171875,289.965576171875
fresh_919,129,129,2929,True,0.0,303.4444274902344,303.4444274902344
fresh_920,377,377,2693,True,0.0,401.5645446777344,401.5645446777344
fresh_921,191,191,2883,True,0.0,348.0503845214844,348.0503845214844
fresh_922,274,274,2794,True,0.0,267.0169372558594,267.0169372558594
fresh_923,6,6,3066,True,0.0,342.4781799316406,342.4781799316406
fresh_924,4,4,3064,True,0.0,275.29827880859375,275.29827880859375
fresh_925,991,991,2111,True,0.0,330.8628234863281,330.8628234863281
fresh_926,111,111,2973,True,0.0,360.4046630859375,360.4046630859375
fresh_927,316,316,2738,True,0.0,508.1612854003906,508.1612854003906
fresh_928,986,986,2106,True,0.0,333.9259948730469,333.9259948730469
fresh_929,923,923,2171,True,0.0,442.7081604003906,442.7081604003906
fresh_930,492,492,2572,True,0.0,333.9930419921875,333.9930419921875
fresh_931,164,164,2894,True,0.0,380.2400207519531,380.2400207519531
fresh_932,1400,1400,1688,True,0.0,446.0185546875,446.0185546875
fresh_933,1408,1408,1632,True,0.0,450.9826354980469,450.9826354980469
fresh_934,552,552,2504,True,0.0,352.8935852050781,352.8935852050781
fresh_935,703,703,2399,True,0.0,374.3697509765625,374.3697509765625
fresh_936,38,38,3038,True,0.0,542.1058959960938,542.1058959960938
fresh_937,127,127,2959,True,0.0,327.95684814453125,327.95684814453125
fresh_938,1495,1495,1591,True,0.0,445.99066162109375,445.99066162109375
fresh_939,1552,1520,1520,True,0.411590576171875,369.6673278808594,370.07891845703125
fresh_940,97,97,2987,True,0.0,352.240478515625,352.240478515625
fresh_941,168,168,2898,True,0.0,374.1563720703125,374.1563720703125
fresh_942,3,3,3069,True,0.0,352.40289306640625,352.40289306640625
fresh_943,261,261,2827,True,0.0,366.1676330566406,366.1676330566406
fresh_944,235,235,2845,True,0.0,804.7848510742188,804.7848510742188
fresh_945,75,75,2991,True,0.0,281.0206604003906,281.0206604003906
fresh_946,1284,1284,1764,True,0.0,448.7034606933594,448.7034606933594
fresh_947,284,284,2804,True,0.0,343.22625732421875,343.22625732421875
fresh_948,778,778,2282,True,0.005096435546875,443.4678955078125,443.4678955078125
fresh_949,250,250,2816,True,0.0,319.8022155761719,319.8022155761719
fresh_950,1508,1508,1540,True,3.816192626953125,333.8519287109375,333.8519287109375
fresh_951,239,239,2849,True,0.0,264.1411437988281,264.1411437988281
fresh_952,35,35,3035,True,0.0,354.2677917480469,354.2677917480469
fresh_953,209,209,2861,True,0.0,352.92694091796875,352.92694091796875
fresh_954,83,83,2999,True,0.0,324.4252624511719,324.4252624511719
fresh_955,427,427,2629,True,0.0,343.9163513183594,343.9163513183594
fresh_956,324,324,2746,True,0.0,422.8802490234375,422.8802490234375
fresh_957,1115,1115,1979,True,0.0,297.0660400390625,297.0660400390625
fresh_958,839,839,2215,True,0.0,499.7991638183594,499.7991638183594
fresh_959,79,79,2995,True,0.0,371.7104187011719,371.7104187011719
fresh_960,1275,1275,1819,True,0.0,320.3204040527344,320.3204040527344
fresh_961,19,19,3049,True,0.0,437.43359375,437.43359375
fresh_962,47,47,3029,True,0.0,280.47991943359375,280.47991943359375
fresh_963,90,90,2980,True,0.0,456.7662658691406,456.7662658691406
fresh_964,846,846,2222,True,0.0,268.4013671875,268.4013671875
fresh_965,956,956,2140,True,0.0,502.46435546875,502.46435546875
fresh_966,725,725,2357,True,0.0,387.0694580078125,387.0694580078125
fresh_967,298,298,2770,True,0.0,382.9756164550781,382.9756164550781
fresh_968,949,949,2133,True,0.0,339.9783020019531,339.9783020019531
fresh_969,1447,1447,1607,True,0.0,334.39300537109375,334.39300537109375
fresh_970,109,109,2971,True,0.0,440.7811584472656,440.7811584472656
fresh_971,970,970,2090,True,0.0,360.66265869140625,360.66265869140625
fresh_972,13,13,3055,True,0.0,311.1136474609375,311.1136474609375
fresh_973,17,17,3059,True,0.0,238.62161254882812,238.62161254882812
fresh_974,692,692,2388,True,0.0,385.1535339355469,385.1535339355469
fresh_975,150,150,2916,True,0.0,380.76080322265625,380.76080322265625
fresh_976,60,60,3000,True,0.0,321.83538818359375,321.83538818359375
fresh_977,478,478,2620,True,0.0,320.9906005859375,320.9906005859375
fresh_978,912,912,2160,True,0.0,366.3916931152344,366.3916931152344
fresh_979,1478,1478,1574,True,0.0,350.9012145996094,350.9012145996094
fresh_980,198,198,2890,True,0.0,328.1099853515625,328.1099853515625
fresh_981,117,117,2949,True,0.0,315.5162658691406,315.5162658691406
fresh_982,150,150,2916,True,0.0,307.3493957519531,307.3493957519531
fresh_983,1127,1127,1927,True,0.0,384.1849060058594,384.1849060058594
fresh_984,989,989,2109,True,0.0,306.0270080566406,306.0270080566406
fresh_985,52,52,3014,True,0.0,426.43157958984375,426.43157958984375
fresh_986,182,182,2874,True,0.0,339.5582275390625,339.5582275390625
fresh_987,502,502,2582,True,0.0,427.13018798828125,427.13018798828125
fresh_988,24,24,3040,True,0.0,270.54058837890625,270.54058837890625
fresh_989,197,197,2889,True,0.0,262.0467834472656,262.0467834472656
fresh_990,1035,1035,2027,True,0.12646484375,520.7392578125,520.7392578125
fresh_991,777,777,2281,True,0.442230224609375,327.17547607421875,327.17547607421875
fresh_992,1013,1013,2069,True,0.026275634765625,293.9018249511719,293.9018249511719
fresh_993,797,797,2301,True,0.2413330078125,362.46978759765625,362.46978759765625
fresh_994,19,19,3049,True,0.0,353.2794494628906,353.2794494628906
fresh_995,263,263,2829,True,0.0,341.2364501953125,341.2364501953125
fresh_996,31,31,3047,True,0.0,248.6133270263672,248.6133270263672
fresh_997,171,171,2901,True,0.0,324.2254333496094,324.2254333496094
fresh_998,1024,1024,2016,True,0.0,463.3065490722656,463.3065490722656
fresh_999,825,825,2265,True,0.0,401.9883728027344,401.9883728027344
fresh_1000,169,169,2899,True,0.0,326.542724609375,326.542724609375
fresh_1001,89,89,2979,True,0.0,346.2461242675781,346.2461242675781
fresh_1002,251,251,2817,True,0.0,305.110107421875,305.110107421875
fresh_1003,41,41,3023,True,0.0,364.2222900390625,364.2222900390625
fresh_1004,1112,1112,1976,True,0.0,407.6601867675781,407.6601867675781
fresh_1005,76,76,2992,True,0.0,271.2235107421875,271.2235107421875
fresh_1006,249,249,2815,True,0.0,463.0036315917969,463.0036315917969
fresh_1007,2050,994,994,True,0.1163330078125,305.2404479980469,305.3567810058594
fresh_1008,752,752,2320,True,0.02972412109375,424.7869873046875,424.7869873046875
fresh_1009,102,102,2964,True,0.0,214.46327209472656,214.46327209472656
fresh_1010,257,257,2823,True,0.0,353.9346008300781,353.9346008300781
fresh_1011,173,173,2903,True,0.0,323.2625427246094,323.2625427246094
fresh_1012,82,82,2998,True,0.0,338.2109680175781,338.2109680175781
fresh_1013,1107,1107,1971,True,0.0,351.07305908203125,351.07305908203125
fresh_1014,942,942,2126,True,0.0,299.0629577636719,299.0629577636719
fresh_1015,344,344,2714,True,0.0,295.7129211425781,295.7129211425781
fresh_1016,978,978,2098,True,0.0,386.6277160644531,386.6277160644531
fresh_1017,55,55,3017,True,0.0,335.1802062988281,335.1802062988281
fresh_1018,129,129,2929,True,0.0,483.5726318359375,483.5726318359375
fresh_1019,1157,1157,1893,True,0.0,347.642333984375,347.642333984375
fresh_1020,484,484,2564,True,0.0,298.28594970703125,298.28594970703125
fresh_1021,879,879,2191,True,0.0,292.03985595703125,292.03985595703125
fresh_1022,957,957,2141,True,0.0,303.2087097167969,303.2087097167969
fresh_1023,1431,1431,1655,True,0.0,280.3760986328125,280.3760986328125
fresh_1024,650,650,2410,True,0.0,447.0589904785156,447.0589904785156
fresh_1025,203,203,2855,True,0.0,323.65826416015625,323.65826416015625
fresh_1026,502,502,2582,True,0.0,306.7209167480469,306.7209167480469
fresh_1027,32,32,3032,True,0.0,457.65423583984375,457.65423583984375
fresh_1028,756,756,2324,True,0.1268310546875,568.6746826171875,568.6746826171875
fresh_1029,240,240,2850,True,0.0,343.8312072753906,343.8312072753906
fresh_1030,60,60,3000,True,0.0,260.0020751953125,260.0020751953125
fresh_1031,600,600,2488,True,0.0,344.94061279296875,344.94061279296875
fresh_1032,55,55,3017,True,0.0,459.49859619140625,459.49859619140625
fresh_1033,1477,1477,1573,True,0.0,291.2287902832031,291.2287902832031
fresh_1034,71,71,3011,True,0.0,344.4288635253906,344.4288635253906
fresh_1035,1463,1463,1623,True,0.0,364.6534423828125,364.6534423828125
fresh_1036,1324,1324,1740,True,0.0,387.62530517578125,387.62530517578125
fresh_1037,510,510,2590,True,0.0,290.0660095214844,290.0660095214844
fresh_1038,952,952,2136,True,0.0,323.8017883300781,323.8017883300781
fresh_1039,684,684,2380,True,0.0,259.3616943359375,259.3616943359375
fresh_1040,1044,1044,2036,True,0.0,409.4678039550781,409.4678039550781
fresh_1041,1156,1156,1892,True,0.0,205.81072998046875,205.81072998046875
fresh_1042,2000,1106,1072,False,0.7010498046875,272.1870422363281,272.8782958984375
fresh_1043,349,349,2719,True,0.0,472.44744873046875,472.44744873046875
fresh_1044,651,651,2411,True,0.0,295.4334716796875,295.4334716796875
fresh_1045,2040,1048,1048,True,0.036651611328125,445.10369873046875,445.1403503417969
fresh_1046,29,29,3045,True,0.0,385.6217956542969,385.6217956542969
fresh_1047,241,241,2851,True,0.0,351.01611328125,351.01611328125
fresh_1048,1276,1276,1820,True,0.0,476.1906433105469,476.1906433105469
fresh_1049,12,12,3054,True,0.0,359.1758728027344,359.1758728027344
fresh_1050,71,71,3011,True,0.0,359.12945556640625,359.12945556640625
fresh_1051,1343,1343,1759,True,0.0,342.5898742675781,342.5898742675781
fresh_1052,1430,1430,1654,True,0.0,514.5179443359375,514.5179443359375
fresh_1053,77,77,2993,True,0.0,327.63409423828125,327.63409423828125
fresh_1054,632,632,2456,True,0.0,582.1542358398438,582.1542358398438
fresh_1055,687,687,2383,True,0.0,435.82672119140625,435.82672119140625
fresh_1056,49,49,3031,True,0.0,317.51141357421875,317.51141357421875
fresh_1057,1083,1083,2011,True,0.0,423.6535339355469,423.6535339355469
fresh_1058,1038,1038,2030,True,0.059722900390625,507.9089050292969,507.9089050292969
fresh_1059,101,101,2963,True,0.0,365.3451843261719,365.3451843261719
fresh_1060,933,933,2117,True,0.0,327.9160461425781,327.9160461425781
fresh_1061,2305,737,737,True,0.467559814453125,406.775146484375,407.2427062988281
fresh_1062,787,787,2291,True,0.0523681640625,432.74322509765625,432.74322509765625
fresh_1063,11,11,3063,True,0.0,296.11083984375,296.11083984375
fresh_1064,217,217,2869,True,0.0,378.560302734375,378.560302734375
fresh_1065,1393,1393,1681,True,0.0,345.1736145019531,345.1736145019531
fresh_1066,1326,1326,1742,True,0.0,559.7730712890625,559.7730712890625
fresh_1067,741,741,2309,True,0.0,417.9864196777344,417.9864196777344
fresh_1068,32,32,3032,True,0.0,261.29931640625,261.29931640625
fresh_1069,25,25,3041,True,0.0,402.0593566894531,402.0593566894531
fresh_1070,47,47,3029,True,0.0,412.57647705078125,412.57647705078125
fresh_1071,137,137,2937,True,0.0,519.678955078125,519.678955078125
fresh_1072,1001,1001,2057,True,0.0,338.84869384765625,338.84869384765625
fresh_1073,1105,1105,1969,True,0.0,405.5722351074219,405.5722351074219
fresh_1074,1460,1460,1620,True,0.0,457.74212646484375,457.74212646484375
fresh_1075,161,161,2927,True,0.0,470.2311706542969,470.2311706542969
fresh_1076,167,167,2897,True,0.0,225.74520874023438,225.74520874023438
fresh_1077,26,26,3042,True,0.0,375.7339172363281,375.7339172363281
fresh_1078,52,52,3014,True,0.0,248.91697692871094,248.91697692871094
fresh_1079,236,236,2846,True,0.0,566.0803833007812,566.0803833007812
fresh_1080,1230,1230,1838,True,0.0,449.761474609375,449.761474609375
fresh_1081,1319,1319,1735,True,0.0,321.4183044433594,321.4183044433594
fresh_1082,520,520,2536,True,0.0,440.37957763671875,440.37957763671875
fresh_1083,569,569,2521,True,0.0,468.26751708984375,468.26751708984375
fresh_1084,285,285,2805,True,0.0,323.68414306640625,323.68414306640625
fresh_1085,1108,1108,1972,True,0.0,342.6515197753906,342.6515197753906
fresh_1086,295,295,2767,True,0.0,465.83428955078125,465.83428955078125
fresh_1087,80,80,2996,True,0.0,371.47357177734375,371.47357177734375
fresh_1088,84,84,2974,True,0.0,316.1479797363281,316.1479797363281
fresh_1089,113,113,2945,True,0.0,341.59716796875,341.59716796875
fresh_1090,1193,1193,1865,True,0.0,385.4393005371094,385.4393005371094
fresh_1091,41,41,3023,True,0.0,414.2047424316406,414.2047424316406
fresh_1092,1038,1038,2030,True,0.024688720703125,448.5596618652344,448.5596618652344
fresh_1093,328,328,2750,True,0.0,282.34442138671875,282.34442138671875
fresh_1094,47,47,3029,True,0.0,331.1565856933594,331.1565856933594
fresh_1095,1409,1409,1633,True,0.0,392.695556640625,392.695556640625
fresh_1096,1118,1118,1982,True,0.0,333.8203125,333.8203125
fresh_1097,1128,1128,1928,True,0.0,296.8998718261719,296.8998718261719
fresh_1098,33,33,3033,True,0.0,417.69744873046875,417.69744873046875
fresh_1099,73,73,2989,True,0.0,376.8957824707031,376.8957824707031
fresh_1100,399,399,2659,True,0.0,327.7078552246094,327.7078552246094
fresh_1101,79,79,2995,True,0.0,281.1424865722656,281.1424865722656
fresh_1102,1310,1310,1790,True,0.0,391.4532775878906,391.4532775878906
fresh_1103,1023,1023,2079,True,0.0,467.0956726074219,467.0956726074219
fresh_1104,284,284,2804,True,0.0,432.9835510253906,432.9835510253906
fresh_1105,99,99,2961,True,0.0,399.4727478027344,399.4727478027344
fresh_1106,1399,1399,1687,True,0.0,323.32550048828125,323.32550048828125
fresh_1107,21,21,3051,True,0.0,338.8126525878906,338.8126525878906
fresh_1108,810,810,2250,True,0.0,405.9756774902344,405.9756774902344
fresh_1109,852,852,2228,True,0.0,478.16949462890625,478.16949462890625
fresh_1110,1277,1277,1821,True,0.0,355.0179138183594,355.0179138183594
fresh_1111,1302,1302,1782,True,0.0,466.7520751953125,466.7520751953125
fresh_1112,99,99,2961,True,0.0,326.75653076171875,326.75653076171875
fresh_1113,946,946,2130,True,0.0,330.2127685546875,330.2127685546875
fresh_1114,303,303,2775,True,0.0,429.81524658203125,429.81524658203125
fresh_1115,124,124,2956,True,0.0,308.05450439453125,308.05450439453125
fresh_1116,603,603,2491,True,0.0,282.4161376953125,282.4161376953125
fresh_1117,1006,1006,2062,True,0.04443359375,405.3196716308594,405.3196716308594
fresh_1118,16,16,3058,True,0.0,476.33642578125,476.33642578125
fresh_1119,14,14,3056,True,0.0,343.78594970703125,343.78594970703125
fresh_1120,1430,1430,1654,True,0.0,386.02716064453125,386.02716064453125
fresh_1121,228,228,2838,True,0.0,340.40216064453125,340.40216064453125
fresh_1122,71,71,3011,True,0.0,369.9124755859375,369.9124755859375
fresh_1123,41,41,3023,True,0.0,327.6397705078125,327.6397705078125
fresh_1124,1,1,3071,True,0.0,415.9910888671875,415.9910888671875
fresh_1125,1073,1073,2001,True,0.0,339.00897216796875,339.00897216796875
fresh_1126,130,130,2930,True,0.0,298.3533020019531,298.3533020019531
fresh_1127,31,31,3047,True,0.0,451.3616027832031,451.3616027832031
fresh_1128,39,39,3039,True,0.0,272.8193664550781,272.8193664550781
fresh_1129,57,57,3019,True,0.0,320.4180908203125,320.4180908203125
fresh_1130,12,12,3054,True,0.0,333.3175964355469,333.3175964355469
fresh_1131,72,72,2988,True,0.0,241.45376586914062,241.45376586914062
fresh_1132,1535,1535,1567,True,4.660552978515625,310.6586608886719,310.6586608886719
fresh_1133,856,856,2232,True,0.0,459.7942199707031,459.7942199707031
fresh_1134,30,30,3046,True,0.0,232.5377960205078,232.5377960205078
fresh_1135,891,891,2203,True,0.0,537.4203491210938,537.4203491210938
fresh_1136,159,159,2925,True,0.0,419.3013610839844,419.3013610839844
fresh_1137,57,57,3019,True,0.0,451.9943542480469,451.9943542480469
fresh_1138,749,749,2317,True,0.127655029296875,317.7220153808594,317.7220153808594
fresh_1139,72,72,2988,True,0.0,401.4112243652344,401.4112243652344
fresh_1140,33,33,3033,True,0.0,396.00225830078125,396.00225830078125
fresh_1141,1372,1372,1724,True,0.0,306.50164794921875,306.50164794921875
fresh_1142,79,79,2995,True,0.0,402.64215087890625,402.64215087890625
fresh_1143,33,33,3033,True,0.0,307.789306640625,307.789306640625
fresh_1144,250,250,2816,True,0.0,308.45123291015625,308.45123291015625
fresh_1145,1140,1140,1940,True,0.0,419.4753723144531,419.4753723144531
fresh_1146,1201,1201,1873,True,0.0,551.4717407226562,551.4717407226562
fresh_1147,132,132,2932,True,0.0,287.01361083984375,287.01361083984375
fresh_1148,164,164,2894,True,0.0,262.17840576171875,262.17840576171875
fresh_1149,1373,1373,1725,True,0.0,329.9425354003906,329.9425354003906
fresh_1150,386,386,2702,True,0.0,301.28173828125,301.28173828125
fresh_1151,234,234,2844,True,0.0,336.65130615234375,336.65130615234375
fresh_1152,7,7,3067,True,0.0,401.87744140625,401.87744140625
fresh_1153,48,48,3030,True,0.0,265.1548156738281,265.1548156738281
fresh_1154,1023,1023,2079,True,0.0,280.609619140625,280.609619140625
fresh_1155,861,861,2237,True,0.0,320.5769348144531,320.5769348144531
fresh_1156,628,628,2452,True,0.0,459.5137634277344,459.5137634277344
fresh_1157,735,735,2367,True,0.0,386.4396667480469,386.4396667480469
fresh_1158,28,28,3044,True,0.0,368.5450134277344,368.5450134277344
fresh_1159,48,48,3030,True,0.0,411.72271728515625,411.72271728515625
